Date,index,Open,High,Low,Close,Adj Close,Volume
2014-01-02,0,0.025000,0.025000,0.025000,0.025000,0.025000,0
2014-01-03,1,0.033000,0.033000,0.033000,0.033000,0.033000,0
2014-01-06,2,0.015000,0.015000,0.015000,0.015000,0.015000,0
2014-01-07,3,0.015000,0.015000,0.015000,0.015000,0.015000,0
2014-01-08,4,0.014000,0.014000,0.014000,0.014000,0.014000,0
2014-01-09,5,0.014000,0.014000,0.014000,0.014000,0.014000,0
2014-01-10,6,0.014000,0.014000,0.014000,0.014000,0.014000,0
2014-01-13,7,0.017000,0.017000,0.017000,0.017000,0.017000,0
2014-01-14,8,0.032000,0.032000,0.032000,0.032000,0.032000,0
2014-01-15,9,0.034000,0.034000,0.034000,0.034000,0.034000,0
2014-01-16,10,0.029000,0.029000,0.029000,0.029000,0.029000,0
2014-01-17,11,0.017000,0.017000,0.017000,0.017000,0.017000,0
2014-01-21,12,0.018000,0.018000,0.018000,0.018000,0.018000,0
2014-01-22,13,0.021000,0.021000,0.021000,0.021000,0.021000,0
2014-01-23,14,0.020000,0.020000,0.020000,0.020000,0.020000,0
2014-01-24,15,0.017000,0.017000,0.017000,0.017000,0.017000,0
2014-01-27,16,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-01-28,17,0.017000,0.017000,0.017000,0.017000,0.017000,0
2014-01-29,18,0.017000,0.017000,0.017000,0.017000,0.017000,0
2014-01-30,19,0.017000,0.017000,0.017000,0.017000,0.017000,0
2014-01-31,20,0.014000,0.014000,0.014000,0.014000,0.014000,0
2014-02-03,21,0.007000,0.007000,0.007000,0.007000,0.007000,0
2014-02-04,22,0.001000,0.001000,0.001000,0.001000,0.001000,0
2014-02-05,23,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-02-06,24,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-02-07,25,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-02-10,26,0.004000,0.004000,0.004000,0.004000,0.004000,0
2014-02-11,27,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-02-12,28,0.004000,0.004000,0.004000,0.004000,0.004000,0
2014-02-13,29,0.009000,0.009000,0.009000,0.009000,0.009000,0
2014-02-14,30,0.004000,0.004000,0.004000,0.004000,0.004000,0
2014-02-18,31,0.004000,0.004000,0.004000,0.004000,0.004000,0
2014-02-19,32,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-02-20,33,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-02-21,34,0.007000,0.007000,0.007000,0.007000,0.007000,0
2014-02-24,35,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-02-25,36,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-02-26,37,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-02-27,38,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-02-28,39,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-03,40,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-03-04,41,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-03-05,42,0.010000,0.010000,0.010000,0.010000,0.010000,0
2014-03-06,43,0.017000,0.017000,0.017000,0.017000,0.017000,0
2014-03-07,44,0.017000,0.017000,0.017000,0.017000,0.017000,0
2014-03-10,45,0.016000,0.016000,0.016000,0.016000,0.016000,0
2014-03-11,46,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-12,47,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-13,48,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-14,49,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-17,50,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-18,51,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-19,52,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-20,53,0.013000,0.013000,0.013000,0.013000,0.013000,0
2014-03-21,54,0.013000,0.013000,0.013000,0.013000,0.013000,0
