Date,index,Open,High,Low,Close,Adj Close,Volume
2018-05-24,0,54.189999,54.630001,53.889999,54.580002,52.874794,909400
2018-05-25,1,54.560001,56.310001,54.560001,56.150002,54.395744,1305600
2018-05-29,2,55.700001,56.619999,55.450001,56.200001,54.834812,1055400
2018-05-30,3,56.090000,57.279999,55.980000,57.040001,55.654408,825600
2018-05-31,4,56.950001,57.439999,56.680000,56.700001,55.322662,1845700
2018-06-01,5,56.599998,56.770000,55.020000,55.080002,53.742016,4459800
2018-06-04,6,55.240002,55.480000,53.480000,54.000000,52.688248,51172100
2018-06-05,7,54.500000,54.740002,53.209999,54.250000,52.932178,2904800
2018-06-06,8,54.049999,54.189999,52.110001,52.290001,51.019791,3643000
2018-06-07,9,52.250000,52.560001,51.740002,51.930000,50.668537,2928600
2018-06-08,10,52.259998,52.509998,51.259998,51.320000,50.073353,1830800
2018-06-11,11,51.459999,51.759998,50.889999,51.570000,50.317280,2490700
2018-06-12,12,51.830002,52.459999,51.470001,52.250000,50.980762,2956100
2018-06-13,13,52.400002,53.119999,51.669998,52.180000,50.912460,2089000
2018-06-14,14,52.450001,52.750000,51.630001,51.950001,50.688049,2494400
2018-06-15,15,52.060001,53.160000,51.650002,52.779999,51.497887,5928800
2018-06-18,16,52.779999,53.220001,52.259998,52.930000,51.644245,1874800
2018-06-19,17,53.240002,54.000000,53.090000,53.970001,52.658981,2585700
2018-06-20,18,53.720001,54.459999,53.299999,54.200001,52.883392,1356000
2018-06-21,19,54.389999,54.770000,53.910000,54.169998,52.854118,1951200
2018-06-22,20,54.060001,54.549999,53.959999,54.439999,53.117561,2309400
2018-06-25,21,54.360001,55.090000,54.029999,54.910000,53.576145,2031600
2018-06-26,22,54.570000,55.849998,54.570000,55.209999,53.868858,2018100
2018-06-27,23,55.099998,55.810001,55.009998,55.459999,54.112782,1506700
2018-06-28,24,55.369999,56.290001,55.299999,55.709999,54.356712,1226500
2018-06-29,25,55.540001,56.250000,55.070000,56.150002,54.786026,2189700
2018-07-02,26,56.139999,56.889999,56.110001,56.810001,55.429993,1952100
2018-07-03,27,56.810001,57.070000,56.259998,56.549999,55.176308,849500
2018-07-05,28,56.549999,56.740002,55.959999,56.560001,55.186069,1523900
2018-07-06,29,56.450001,57.090000,56.410000,56.759998,55.381203,1242400
2018-07-09,30,56.700001,56.740002,54.599998,54.770000,53.439548,1308700
2018-07-10,31,54.369999,55.040001,54.169998,55.000000,53.663960,1776400
2018-07-11,32,55.180000,56.139999,54.930000,55.970001,54.610401,1061900
2018-07-12,33,55.709999,56.070000,55.349998,55.750000,54.395744,1423300
2018-07-13,34,55.799999,56.070000,55.549999,55.910000,54.551853,888700
2018-07-16,35,55.759998,56.090000,55.549999,56.000000,54.639668,740500
2018-07-17,36,56.240002,56.400002,55.849998,56.029999,54.668938,1213400
2018-07-18,37,55.830002,56.029999,55.180000,55.549999,54.200600,680400
2018-07-19,38,55.650002,56.580002,55.650002,56.150002,54.786026,874500
2018-07-20,39,55.770000,56.160000,55.560001,55.709999,54.356712,817300
2018-07-23,40,55.790001,55.799999,54.930000,55.049999,53.712742,1459900
2018-07-24,41,54.910000,55.310001,54.369999,54.990002,53.654202,1560800
2018-07-25,42,54.950001,55.529999,54.840000,55.040001,53.702991,1937700
2018-07-26,43,55.310001,55.880001,55.110001,55.480000,54.132301,951600
2018-07-27,44,55.430000,55.730000,54.900002,55.330002,53.985947,1013200
2018-07-30,45,55.299999,55.889999,54.820000,55.410000,54.063999,951400
2018-07-31,46,55.509998,56.230000,55.049999,56.090000,54.727486,1155700
2018-08-01,47,55.810001,56.040001,54.939999,55.599998,54.249386,914600
2018-08-02,48,55.540001,56.119999,55.380001,55.820000,54.464039,1081300
2018-08-03,49,55.889999,56.639999,55.439999,56.180000,54.815292,1089800
2018-08-06,50,56.169998,56.900002,55.950001,56.150002,54.786026,1159100
2018-08-07,51,56.150002,56.770000,55.910000,56.619999,55.244606,1412100
2018-08-08,52,56.410000,56.619999,56.110001,56.369999,55.000679,1111500
2018-08-09,53,55.599998,57.320000,55.509998,57.020000,55.634888,1610100
2018-08-10,54,57.119999,57.990002,57.119999,57.680000,56.278858,1507500
2018-08-13,55,57.450001,57.810001,57.009998,57.610001,56.210556,1977300
2018-08-14,56,57.639999,57.959999,57.340000,57.439999,56.044689,1033200
2018-08-15,57,57.459999,58.220001,57.259998,57.689999,56.288612,1423600
2018-08-16,58,57.570000,57.880001,57.299999,57.680000,56.278858,1828500
2018-08-17,59,57.570000,58.220001,57.369999,57.869999,56.464241,3784600
2018-08-20,60,57.869999,58.240002,57.639999,57.849998,56.444725,1413400
2018-08-21,61,57.650002,57.680000,57.320000,57.410000,56.015415,1729300
2018-08-22,62,57.529999,57.630001,56.810001,56.990002,55.605618,1304400
2018-08-23,63,56.910000,57.410000,56.820000,56.939999,55.556831,996000
2018-08-24,64,56.970001,57.520000,56.610001,57.450001,56.054447,1137900
2018-08-27,65,57.430000,57.759998,56.700001,56.959999,55.576347,2003800
2018-08-28,66,56.439999,57.279999,56.270000,56.900002,55.969810,1428900
2018-08-29,67,56.820000,57.310001,56.720001,57.110001,56.176376,1266100
2018-08-30,68,57.279999,57.610001,57.119999,57.349998,56.412449,994100
2018-08-31,69,57.459999,57.639999,56.930000,57.049999,56.117355,1422200
2018-09-04,70,57.270000,57.680000,57.029999,57.509998,56.569832,1135300
2018-09-05,71,57.630001,58.619999,57.630001,58.520000,57.563324,1872000
2018-09-06,72,58.410000,59.279999,58.410000,58.950001,57.986298,1559600
2018-09-07,73,58.430000,58.860001,58.279999,58.299999,57.346920,1598400
2018-09-10,74,58.430000,58.980000,58.299999,58.480000,57.523979,1660000
2018-09-11,75,58.340000,58.750000,58.340000,58.410000,57.455124,1194800
2018-09-12,76,58.349998,58.599998,57.990002,58.150002,57.199375,1221600
2018-09-13,77,58.240002,58.330002,57.799999,58.099998,57.150188,1289100
2018-09-14,78,58.070000,58.070000,57.279999,57.759998,56.815746,1268800
2018-09-17,79,57.919998,58.130001,57.480000,57.700001,56.756733,1355100
2018-09-18,80,57.470001,57.810001,56.419998,57.480000,56.540329,1420600
2018-09-19,81,57.500000,57.500000,55.709999,55.910000,54.995995,3316000
2018-09-20,82,55.790001,56.060001,55.360001,55.770000,54.858280,2740600
2018-09-21,83,55.610001,56.160000,55.270000,55.869999,54.956646,7317000
2018-09-24,84,55.950001,55.980000,55.310001,55.650002,54.740246,2633500
2018-09-25,85,55.560001,55.599998,54.930000,55.020000,54.120541,2801200
2018-09-26,86,55.139999,55.419998,54.189999,54.230000,53.343456,1548300
2018-09-27,87,54.270000,54.770000,54.220001,54.310001,53.422150,2383100
2018-09-28,88,54.500000,54.950001,54.340000,54.919998,54.022175,2879400
2018-10-01,89,54.959999,55.349998,54.820000,55.130001,54.228745,1159300
2018-10-02,90,55.139999,55.630001,55.110001,55.439999,54.533676,1495600
2018-10-03,91,55.349998,55.630001,54.259998,54.889999,53.992664,1927100
2018-10-04,92,54.740002,55.490002,54.259998,55.250000,54.346783,1303800
2018-10-05,93,55.090000,55.869999,55.080002,55.720001,54.809097,1660600
2018-10-08,94,55.759998,56.419998,55.740002,56.119999,55.202560,2176100
2018-10-09,95,56.279999,56.750000,56.000000,56.380001,55.458309,1290900
2018-10-10,96,56.189999,56.970001,56.060001,56.110001,55.192726,1870100
2018-10-11,97,56.299999,56.549999,55.220001,55.540001,54.632042,2516900
2018-10-12,98,55.459999,55.860001,54.889999,55.619999,54.710732,1758300
2018-10-15,99,55.639999,56.119999,55.639999,55.730000,54.818935,1239500
2018-10-16,100,55.570000,56.439999,55.380001,56.139999,55.222229,1639900
2018-10-17,101,56.040001,56.299999,55.840000,56.009998,55.094357,1169600
2018-10-18,102,56.070000,56.290001,55.830002,56.259998,55.340267,1178500
2018-10-19,103,56.240002,57.180000,56.119999,57.020000,56.087845,1519000
2018-10-22,104,57.020000,57.070000,56.509998,56.810001,55.881279,1479400
2018-10-23,105,56.849998,57.240002,56.110001,56.430000,55.507492,1596200
