Open,High,Low,Close,Adj Close,Volume
306.100006,315.130005,298.799988,310.119995,310.119995,11658600
307.0,309.399994,297.380005,300.359985,300.359985,6965200
306.0,318.0,302.730011,317.690002,317.690002,7394100
321.720001,336.73999,317.75,334.959991,334.959991,7551200
341.959991,344.01001,327.019989,335.350006,335.350006,7008500
335.5,343.5,331.470001,338.5299990000001,338.5299990000001,5432900
334.399994,345.390015,331.790009,344.970001,344.970001,6056400
342.089996,348.410004,338.769989,347.26001,347.26001,5039100
342.380005,342.5,334.0,334.399994,334.399994,5247300
335.0,348.799988,334.5,344.429993,344.429993,6056600
344.7799990000001,352.0,343.5,346.049988,346.049988,4691700
346.209991,351.5,344.149994,347.309998,347.309998,3676700
323.0,327.130005,299.730011,302.26001,302.26001,24150800
304.820007,308.0,295.5,298.920013,298.920013,12066700
292.5,294.5,281.690002,287.589996,287.589996,12530000
283.0299990000001,293.679993,279.27999900000003,291.51001,291.51001,8012200
294.390015,298.519989,289.549988,297.040009,297.040009,7249600
292.910004,297.459991,287.75,296.380005,296.380005,6423300
295.269989,298.559998,291.799988,297.459991,297.459991,4621700
300.450012,309.0,298.48999,308.769989,308.769989,11250300
301.0,311.559998,294.0,307.019989,307.019989,12569200
305.420013,316.100006,303.5,312.209991,312.209991,7283400
312.980011,315.299988,301.880005,312.890015,312.890015,7352100
312.48999,322.440002,312.25,321.350006,321.350006,6742800
319.589996,324.23999,315.619995,317.220001,317.220001,5038500
313.299988,314.700012,303.0,307.51001,307.51001,6520600
306.829987,307.450012,298.5,305.799988,305.799988,5844200
311.600006,318.600006,310.5,312.839996,312.839996,7129700
316.200012,318.190002,309.619995,311.809998,311.809998,5517600
312.350006,312.75,305.570007,308.170013,308.170013,5141600
303.380005,306.769989,301.0,303.769989,303.769989,5200800
304.5,308.0,303.899994,307.880005,307.880005,3904900
306.559998,311.540009,305.470001,305.640015,305.640015,4168400
304.410004,306.299988,299.0,302.559998,302.559998,7142100
301.809998,303.23999,290.5,291.230011,291.230011,8909200
294.48999,296.5,292.100006,294.709991,294.709991,5740600
297.910004,302.899994,297.0,298.769989,298.769989,6626500
292.220001,302.01001,288.769989,297.859985,297.859985,8582500
301.7799990000001,316.299988,300.549988,314.73999,314.73999,11183900
318.920013,320.0,310.809998,319.880005,319.880005,10520700
306.940002,307.130005,291.899994,294.790009,294.790009,22911400
298.119995,299.0,282.7799990000001,285.359985,285.359985,17096800
282.0,284.0,270.100006,276.540009,276.540009,18764700
276.480011,281.51001,274.390015,276.23999,276.23999,10335500
278.839996,284.700012,274.25,276.589996,276.589996,9442500
276.910004,285.589996,275.890015,284.140015,284.140015,8819600
283.519989,291.2799990000001,280.5,290.920013,290.920013,7392300
286.48999,288.070007,281.059998,283.359985,283.359985,7504100
283.899994,291.98999,282.700012,288.959991,288.959991,6844700
292.450012,295.390015,288.290009,289.959991,289.959991,7103400
283.51001,283.720001,274.399994,275.429993,275.429993,14785500
276.0,278.049988,267.299988,269.48999,269.48999,10281000
267.5,273.299988,263.459991,267.470001,267.470001,11800600
269.690002,274.970001,266.299988,273.600006,273.600006,6908200
272.600006,276.450012,268.450012,274.019989,274.019989,5947100
272.579987,272.799988,264.0,264.52999900000003,264.52999900000003,8745600
