Date,index,Open,High,Low,Close,Adj Close,Volume
2014-01-02,0,67.370003,67.489998,65.839996,66.330002,59.467278,1101600
2014-01-03,1,66.489998,66.639999,66.160004,66.199997,59.350727,801600
2014-01-06,2,66.470001,66.669998,65.910004,65.919998,59.099686,1033000
2014-01-07,3,65.919998,66.480003,65.739998,66.190002,59.341766,1010300
2014-01-08,4,66.239998,66.339996,65.800003,65.989998,59.162453,900700
2014-01-09,5,66.160004,66.660004,66.080002,66.500000,59.619698,954600
2014-01-10,6,66.680000,66.690002,65.889999,66.150002,59.305904,2491200
2014-01-13,7,66.160004,66.739998,65.320000,65.489998,58.714172,1224100
2014-01-14,8,65.820000,66.440002,65.760002,66.349998,59.485203,836400
2014-01-15,9,66.389999,66.480003,65.540001,65.620003,58.830738,1992000
2014-01-16,10,65.699997,65.980003,65.529999,65.809998,59.001068,1012100
2014-01-17,11,66.169998,66.669998,65.910004,66.099998,59.261059,1907000
2014-01-21,12,66.889999,67.690002,66.769997,67.110001,60.166584,2300600
2014-01-22,13,63.840000,65.669998,62.680000,64.510002,57.835579,4388000
2014-01-23,14,64.680000,65.419998,64.559998,65.339996,58.579697,2821300
2014-01-24,15,65.160004,65.160004,64.419998,64.419998,57.754890,1698800
2014-01-27,16,64.540001,64.879997,64.129997,64.430000,57.763863,987800
2014-01-28,17,64.440002,64.730003,64.110001,64.339996,57.683163,1431500
2014-01-29,18,63.990002,64.639999,63.770000,63.980000,57.360416,1474300
2014-01-30,19,64.730003,65.199997,64.550003,64.910004,58.194199,1178200
2014-01-31,20,64.120003,64.330002,63.740002,63.799999,57.199028,2110700
2014-02-03,21,63.900002,63.980000,62.669998,62.720001,56.230774,1394300
2014-02-04,22,63.000000,63.310001,62.619999,62.990002,56.472839,916500
2014-02-05,23,62.910000,63.110001,62.500000,62.889999,56.383186,1118000
2014-02-06,24,63.099998,63.470001,63.009998,63.400002,56.840420,862700
2014-02-07,25,63.599998,64.620003,63.430000,64.599998,57.916267,1290100
2014-02-10,26,64.589996,65.129997,64.320000,65.080002,58.346603,1096100
2014-02-11,27,65.190002,65.400002,64.779999,65.029999,58.301792,1200700
2014-02-12,28,65.070000,65.849998,65.070000,65.779999,58.974182,1086600
2014-02-13,29,65.309998,65.809998,65.309998,65.669998,58.875557,639200
2014-02-14,30,65.680000,65.809998,65.529999,65.610001,58.821774,592200
2014-02-18,31,65.790001,65.989998,65.559998,65.779999,58.974182,690000
2014-02-19,32,65.589996,65.760002,64.919998,64.930000,58.212120,826100
2014-02-20,33,64.989998,65.279999,64.589996,65.220001,58.472111,994900
2014-02-21,34,65.550003,65.820000,65.000000,65.019997,58.292812,797900
2014-02-24,35,64.949997,65.550003,64.839996,64.959999,58.239021,766000
2014-02-25,36,65.010002,65.529999,64.889999,65.099998,58.364532,795700
2014-02-26,37,65.139999,65.540001,64.669998,65.449997,58.678318,957000
2014-02-27,38,65.190002,65.910004,65.019997,65.900002,59.081776,853400
2014-02-28,39,65.930000,66.339996,65.769997,66.199997,59.350727,2038200
2014-03-03,40,65.800003,66.120003,65.389999,65.980003,59.153496,896700
2014-03-04,41,66.320000,67.500000,66.290001,66.760002,59.852795,1632000
2014-03-05,42,66.589996,66.739998,66.180000,66.330002,59.467278,821800
2014-03-06,43,66.400002,66.790001,66.320000,66.570000,59.682446,687200
2014-03-07,44,66.699997,66.949997,66.440002,66.639999,59.745201,628800
2014-03-10,45,66.540001,66.660004,66.129997,66.430000,59.556927,724600
2014-03-11,46,66.500000,66.570000,65.970001,66.080002,59.243153,843200
2014-03-12,47,62.790001,65.389999,62.470001,65.019997,58.567566,1469000
2014-03-13,48,65.059998,65.169998,64.110001,64.209999,57.837952,1242900
2014-03-14,49,63.840000,64.139999,63.490002,63.669998,57.351528,1142300
2014-03-17,50,64.059998,65.139999,63.889999,65.080002,58.621628,1278600
2014-03-18,51,65.120003,66.089996,65.099998,65.720001,59.198109,1053200
2014-03-19,52,65.739998,66.370003,65.309998,65.699997,59.180084,912900
2014-03-20,53,65.459999,66.949997,65.260002,66.660004,60.044823,1051800
2014-03-21,54,67.209999,67.339996,66.470001,66.809998,60.179928,2518200
2014-03-24,55,66.800003,66.870003,65.830002,66.050003,59.495354,1021700
2014-03-25,56,66.269997,66.680000,65.769997,66.180000,59.612457,834900
2014-03-26,57,66.449997,66.769997,65.139999,65.160004,58.693687,1121700
2014-03-27,58,64.790001,65.139999,63.980000,64.360001,57.973057,1151600
2014-03-28,59,64.540001,64.820000,64.150002,64.300003,57.919025,752800
2014-03-31,60,64.519997,64.970001,64.209999,64.290001,57.910007,1063400
2014-04-01,61,64.400002,64.980003,64.169998,64.910004,58.468483,1067900
2014-04-02,62,64.959999,65.519997,64.779999,65.099998,58.639629,844500
2014-04-03,63,64.830002,65.599998,64.750000,65.089996,58.630630,1072500
2014-04-04,64,65.279999,65.599998,64.220001,64.260002,57.882996,1281600
2014-04-07,65,64.080002,64.690002,64.080002,64.430000,58.036133,1215900
2014-04-08,66,64.320000,65.290001,64.209999,64.949997,58.504505,1511400
2014-04-09,67,65.000000,65.449997,64.849998,65.260002,58.783749,1019500
2014-04-10,68,65.260002,65.360001,63.900002,63.990002,57.639790,920500
2014-04-11,69,63.700001,64.430000,63.320000,63.389999,57.099316,905300
2014-04-14,70,63.730000,63.970001,63.259998,63.779999,57.450619,843400
2014-04-15,71,65.099998,65.099998,62.840000,63.369999,57.081303,6307100
2014-04-16,72,63.520000,63.520000,62.200001,63.230000,56.955208,2453100
2014-04-17,73,63.070000,63.270000,62.070000,63.150002,56.883148,2666500
2014-04-21,74,62.910000,62.910000,62.080002,62.509998,56.306652,1428300
2014-04-22,75,62.500000,63.520000,62.250000,63.270000,56.991238,2119800
2014-04-23,76,63.380001,63.630001,62.639999,63.290001,57.009247,1530400
2014-04-24,77,63.610001,63.770000,62.919998,63.000000,56.748024,1280800
2014-04-25,78,62.869999,62.950001,62.200001,62.500000,56.297646,1083800
2014-04-28,79,63.070000,63.480000,62.230000,62.639999,56.423763,2031600
2014-04-29,80,63.000000,63.669998,62.709999,63.430000,57.135361,1152700
2014-04-30,81,63.430000,63.779999,63.060001,63.580002,57.270462,1574500
2014-05-01,82,60.180000,62.740002,59.919998,62.650002,56.432766,4819100
2014-05-02,83,62.540001,65.879997,62.369999,65.510002,59.008934,5733900
2014-05-05,84,65.059998,67.389999,65.019997,66.150002,59.585423,7600300
2014-05-06,85,65.790001,66.919998,65.589996,66.400002,59.810619,5453100
2014-05-07,86,66.260002,67.260002,66.120003,67.139999,60.477192,2506600
2014-05-08,87,66.930000,67.879997,66.830002,67.379997,60.693367,1968900
2014-05-09,88,67.360001,67.669998,66.820000,67.260002,60.585266,1928600
2014-05-12,89,67.370003,68.099998,67.370003,67.800003,61.071686,1274400
2014-05-13,90,67.730003,68.330002,67.510002,67.750000,61.026653,1453800
2014-05-14,91,67.629997,67.940002,67.160004,67.199997,60.531219,1159300
