Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,89.550003,89.66999799999998,88.129997,88.440002,75.95920600000002,1327200
2014-01-03,88.410004,89.150002,88.110001,88.800003,76.268394,1177200
2014-01-06,87.029999,89.239998,86.730003,89.160004,76.577606,1614000
2014-01-07,89.129997,90.620003,89.129997,90.5,77.728493,1472500
2014-01-08,90.360001,90.639999,89.559998,89.739998,77.075737,2138200
2014-01-09,89.910004,90.349998,89.769997,90.33000200000001,77.582489,1275400
2014-01-10,90.91999799999999,92.970001,90.889999,91.93,78.956688,1349300
2014-01-13,91.550003,92.16999799999999,90.650002,90.860001,78.037689,872900
2014-01-14,90.900002,91.690002,90.529999,91.66999799999999,78.733368,996000
2014-01-15,91.879997,92.75,91.779999,92.0,79.01681500000002,1486800
2014-01-16,92.050003,92.190002,91.32,92.139999,79.137047,672000
2014-01-17,92.33000200000001,92.449997,91.730003,91.949997,78.973869,650900
2014-01-21,92.279999,92.970001,91.779999,92.93,79.815567,700900
2014-01-22,92.800003,93.529999,92.66999799999999,92.809998,79.712509,880900
2014-01-23,92.43,92.599998,91.5,92.209999,79.197182,812200
2014-01-24,91.470001,92.190002,90.260002,90.279999,77.53952,1490100
2014-01-27,90.510002,90.83000200000001,89.93,90.059998,77.350578,1216900
2014-01-28,90.199997,90.800003,89.93,90.199997,77.470848,1484300
2014-01-29,89.940002,90.519997,89.940002,90.220001,77.488014,2082400
2014-01-30,90.690002,91.800003,90.529999,91.5,78.587372,968400
2014-01-31,90.839996,92.940002,90.709999,92.709999,79.62661700000002,1956700
2014-02-03,92.870003,94.440002,91.690002,91.949997,78.973869,1514200
2014-02-04,92.33000200000001,92.33000200000001,90.83000200000001,91.150002,78.286751,1314400
2014-02-05,90.699997,90.839996,90.059998,90.480003,77.711327,1498800
2014-02-06,90.379997,91.440002,89.870003,91.230003,78.355469,1054400
2014-02-07,91.559998,92.599998,90.860001,92.239998,79.222961,1004500
2014-02-10,92.029999,92.889999,91.540001,92.68,79.600861,1212600
2014-02-11,92.68,94.339996,92.629997,93.5,80.30513,2467800
2014-02-12,92.910004,93.449997,92.110001,92.43,79.386131,2603600
2014-02-13,92.010002,92.940002,91.779999,92.900002,79.789795,1656600
2014-02-14,92.940002,93.190002,92.339996,93.150002,80.004517,1003100
2014-02-18,93.220001,93.879997,93.220001,93.41999799999999,80.236412,1062100
2014-02-19,93.440002,94.540001,92.610001,92.629997,79.557907,1422900
2014-02-20,92.790001,93.449997,92.449997,92.93,79.815567,961200
2014-02-21,93.18,93.75,92.959999,93.0,79.875694,1151600
2014-02-24,93.239998,94.239998,92.559998,92.57,79.50636300000002,1103100
2014-02-25,92.800003,93.940002,92.540001,93.08000200000001,79.944405,1124500
2014-02-26,93.16999799999999,93.620003,91.019997,92.300003,79.274467,1411900
2014-02-27,92.559998,95.839996,92.0,94.099998,80.82045699999998,2792700
2014-02-28,94.269997,94.75,93.889999,94.470001,81.13826,1056800
2014-03-03,94.129997,94.760002,93.93,94.08000200000001,80.803276,1093900
2014-03-04,94.82,95.220001,94.489998,94.940002,81.54190799999998,932900
2014-03-05,94.360001,94.599998,93.389999,93.660004,80.442566,1118300
2014-03-06,94.040001,94.160004,93.379997,93.610001,80.39962,1027900
2014-03-07,93.440002,93.68,92.809998,93.66999799999999,80.451126,880700
2014-03-10,93.32,94.18,93.08000200000001,94.160004,80.87197900000002,1309700
2014-03-11,94.150002,94.389999,93.0,93.959999,80.700226,1384700
2014-03-12,93.610001,94.620003,93.599998,94.58000200000001,81.23271899999997,860200
2014-03-13,94.66999799999999,96.209999,94.610001,95.540001,82.057236,1741300
2014-03-14,95.449997,96.5,95.230003,95.91999799999999,82.383606,2372700
2014-03-17,96.08000200000001,96.720001,95.66999799999999,96.389999,82.7873,821700
2014-03-18,96.379997,96.489998,95.75,96.440002,82.830223,1122000
2014-03-19,96.440002,96.980003,95.239998,95.650002,82.151726,1749500
2014-03-20,95.290001,96.220001,94.550003,96.16999799999999,82.598343,1391300
2014-03-21,97.029999,97.480003,96.150002,96.300003,82.709999,1325000
2014-03-24,96.470001,97.41999799999999,95.690002,96.139999,82.572556,1270200
2014-03-25,95.760002,96.339996,95.449997,96.110001,83.117401,1157400
2014-03-26,96.699997,97.209999,95.839996,95.91999799999999,82.953079,1498300
2014-03-27,96.029999,96.93,95.43,96.199997,83.195236,1274000
2014-03-28,96.199997,96.25,94.93,95.75,82.806084,1194000
2014-03-31,96.410004,97.120003,95.629997,96.760002,83.67955,1058000
2014-04-01,96.760002,96.809998,95.540001,96.459999,83.42009,1095500
2014-04-02,96.449997,96.660004,95.739998,96.050003,83.065506,1059600
2014-04-03,96.370003,96.620003,95.940002,96.089996,83.10011300000002,997500
2014-04-04,96.559998,97.889999,96.089996,96.440002,83.402794,962200
2014-04-07,96.349998,96.629997,95.529999,95.57,82.650414,1351100
2014-04-08,95.459999,96.900002,95.150002,96.279999,83.264427,1380300
2014-04-09,96.410004,96.910004,95.470001,96.82,83.731415,1005100
2014-04-10,96.860001,98.209999,96.360001,96.730003,83.653587,1194200
2014-04-11,96.610001,97.540001,96.209999,96.41999799999999,83.385483,1789900
2014-04-14,97.220001,97.25,96.309998,96.629997,83.567116,1592700
2014-04-15,96.940002,97.099998,95.879997,96.849998,83.757355,2016500
2014-04-16,97.07,98.529999,96.739998,98.360001,85.063248,1630000
2014-04-17,97.82,98.559998,96.989998,97.129997,83.999512,1176200
2014-04-21,97.129997,97.629997,96.550003,96.900002,83.800606,759300
2014-04-22,96.879997,97.32,96.459999,96.660004,83.593048,948100
2014-04-23,96.870003,97.809998,96.769997,96.970001,83.861153,1326500
2014-04-24,97.059998,97.489998,96.489998,97.190002,84.051407,778300
2014-04-25,97.300003,98.730003,97.300003,98.660004,85.32268499999998,1108600
