EMA
26.6996
26.6844
26.6659
26.6373
26.6109
26.5946
26.5804
26.567
26.5616
26.5676
26.5592
26.5469
26.5405
26.5224
26.5054
26.4958
26.4562
26.4308
26.4036
26.3804
26.3489
26.3176
26.2883
26.2837
26.27
26.2457
26.2318
26.2259
26.2097
26.2068
26.2529
26.3016
26.3453
26.3848
26.4205
26.4614
26.5022
26.5287
26.5612
26.6001
26.6411
26.6772
26.7103
26.7436
26.7618
26.7902
26.814
26.8408
26.8645
26.896
26.9221
26.9438
26.9613
26.9797
26.9979
27.0123
27.0245
27.0336
27.0766
27.1164
27.1515
27.1828
27.2092
27.2298
27.2412
27.2706
27.293
27.2984
27.3014
27.307
27.3092
27.314
27.3022
27.2872
27.2708
27.2569
27.241
27.2276
27.2155
27.2126
27.21
27.2085
27.2082
27.2046
27.1965
27.1949
27.1811
27.1732
27.1657
27.1628
27.1697
27.1811
27.1867
27.1937
27.1991
27.1958
27.191
27.1823
27.1702
27.1507
27.172
27.1928
27.2049
27.2125
27.2294
27.2457
27.2556
27.2773
27.2952
27.3118
27.3259
27.3249
27.3278
27.3247
27.3229
27.3074
27.2967
27.2951
27.3022
27.312
27.3223
27.3292
27.3377
27.342
27.3447
27.3447
27.341
27.3294
27.3281
27.3197
27.3083
27.2956
27.2855
27.2755
27.2607
27.2316
27.2166
27.2065
27.2006
27.1863
27.1781
27.163
27.1608
27.1579
27.1509
27.1347
27.1233
27.1125
27.0999
27.1099
27.1151
27.1256
27.1384
27.15
27.1557
27.1637
27.192
27.2261
27.2626
27.2941
27.3251
27.3454
27.3695
27.4219
27.4636
27.5043
27.5353
27.5614
27.5923
27.6226
27.6552
27.6737
27.6819
27.6979
27.7148
27.7224
27.7355
27.7531
27.7785
27.8044
27.8297
27.8507
27.8773
27.9042
27.9267
27.9489
27.9709
27.9856
27.9927
28.002
28.0056
28.0052
28.0019
28.0017
28.0034
28.0003
28.005
28.0055
28.0021
28.0038
28.0056
28.0141
28.0204
28.0175
28.0187
28.0212
28.0197
28.013
28.0089
28.0062
28.0113
28.0178
28.023
28.0323
28.0435
28.0517
28.0611
28.0695
28.0805
28.0943
28.1082
28.1241
28.1413
28.1469
28.1505
28.1509
28.1466
28.1483
28.1452
28.1466
28.1517
28.1529
28.1431
28.1362
28.1303
28.1289
28.1256
28.1094
28.0918
28.0812
28.0717
28.0582
28.0389
28.0209
28.016
28.0117
28.0144
28.0211
28.0248
28.0272
28.0298
28.0379
28.0434
28.0493
28.0531
28.0538
28.0496
28.0392
28.0302
28.0145
28.0089
28.0061
28.0055
28.0055
28.004
28.0203
28.0393
28.0566
28.0712
28.0915
28.1114
28.1294
28.1489
28.169
28.1901
28.219
28.2477
28.2746
28.3027
28.3215
28.3423
28.3483
28.3522
28.3592
28.3616
28.3652
28.3762
28.3975
28.4168
28.438
28.4582
28.4784
28.4981
28.5106
28.5272
28.537
28.5421
28.5447
28.5368
28.5295
28.501
28.4828
28.4692
28.4555
28.4511
28.4439
28.4388
28.4274
28.4284
28.4319
28.436
28.4287
28.4298
28.4155
28.4069
28.4072
28.3927
28.3534
28.2883
28.2303
28.1722
28.0996
28.0311
27.9834
27.9278
27.8918
27.8645
27.8384
27.7547
27.6785
27.5977
27.5194
27.4361
27.3612
27.2973
27.2404
27.187
27.1416
27.11
27.0967
27.0894
27.0904
27.0198
26.9684
26.919
26.8839
26.8625
26.8547
26.8466
26.8617
26.883
26.9151
26.9412
26.9622
26.9801
27.0058
27.0056
26.9955
26.9893
27.0008
27.0164
27.0387
27.0502
27.0373
27.0128
26.9963
26.9716
26.9428
26.9135
26.9356
26.9372
26.9556
26.966
26.9759
26.9792
26.9783
26.923
26.8494
26.7785
26.7119
26.6532
26.5996
26.5415
26.5014
26.466
26.4356
26.4041
26.3704
26.3404
26.3165
26.3207
26.342
26.3656
26.3889
26.4071
26.4216
26.4358
